id,name_,image_url,is_closed,url,review_count,category,rating,price,display_phone,latitude,longitude,address1,address2,address3,city,zip_code,country,state_
9jlTFXa3Pcr14BneTHCtyw,Colorado Sake,https://s3-media2.fl.yelpcdn.com/bphoto/5OBVdHs8MW8OCA8ng0UIAg/o.jpg,FALSE,https://www.yelp.com/biz/colorado-sake-denver-5?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,102,Brewery,5,,(720) 449-6963,39.7676181,-104.9739106,3559 Larimer St,,,Denver,80205,US,CO
wWJkM-QUdIsgLV-pp_bYDQ,TRVE Brewing,https://s3-media1.fl.yelpcdn.com/bphoto/HpU20ar6uKs1zC2K5w1szw/o.jpg,FALSE,https://www.yelp.com/biz/trve-brewing-denver-2?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,249,Brewery,4,$$,(303) 351-1021,39.719922,-104.987687,227 Broadway,Ste 101,,Denver,80203,US,CO
L-HBWYs69Rb992elIwUsCw,The Source,https://s3-media2.fl.yelpcdn.com/bphoto/L0IRrvC_ttSm4OjKa2FLdA/o.jpg,FALSE,https://www.yelp.com/biz/the-source-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,277,Brewery,4,$$,(720) 443-1135,39.76874924,-104.9797211,3350 Brighton Blvd,,,Denver,80216,US,CO
L6zzZXUjP2igF6xOF28fqg,Falling Rock Tap House,https://s3-media2.fl.yelpcdn.com/bphoto/79vss3uVtZLJkWVqSS_M2w/o.jpg,FALSE,https://www.yelp.com/biz/falling-rock-tap-house-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,658,Brewery,3.5,$$,(303) 293-8338,39.75392213,-104.9954689,1919 Blake St,,,Denver,80202,US,CO
9KVjVUPoBp7LIsGa2OXasw,Prost Brewing,https://s3-media2.fl.yelpcdn.com/bphoto/BU-BeLg74wfLlxUNsTiDuw/o.jpg,FALSE,https://www.yelp.com/biz/prost-brewing-denver-8?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,307,Brewery,4,$,(303) 729-1175,39.7614592,-105.0066456,2540 19th St,,,Denver,80211,US,CO
5OJUDmiDdIdO5YZx4HrU4A,Little Machine Beer,https://s3-media2.fl.yelpcdn.com/bphoto/62S65jT_NEuXwJe6HxpCzw/o.jpg,FALSE,https://www.yelp.com/biz/little-machine-beer-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,147,Brewery,4.5,$$,(303) 284-7893,39.74731,-105.02434,2924 W 20th Ave,,,Denver,80211,US,CO
q6wZmA3F_pvk5G-hiFvEfA,Grandma's House,https://s3-media1.fl.yelpcdn.com/bphoto/Rw6YCiDltFS7QHz6jwazWg/o.jpg,FALSE,https://www.yelp.com/biz/grandmas-house-denver-2?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,191,Brewery,4.5,$,(303) 578-6754,39.68546295,-104.987175,1710 S Broadway,,,Denver,80210,US,CO
IDaAaTy4tSbusaTNHJJnIw,Our Mutual Friend Brewing Company,https://s3-media2.fl.yelpcdn.com/bphoto/ZG51zsP_YIjpHCy4Nl1JUA/o.jpg,FALSE,https://www.yelp.com/biz/our-mutual-friend-brewing-company-denver-2?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,273,Brewery,4,$$,(303) 296-3441,39.76057,-104.98221,2810 Larimer St,,,Denver,80205,US,CO
jwSxRZjckd7Ld43iZvUdGg,Cerebral Brewing,https://s3-media2.fl.yelpcdn.com/bphoto/GAons4gI1s-MJAMFJuUXaw/o.jpg,FALSE,https://www.yelp.com/biz/cerebral-brewing-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,202,Brewery,4,$$,(303) 927-7365,39.7396381,-104.9451849,1477 Monroe St,,,Denver,80206,US,CO
X7_rcSzBOzqpkFUhfA53oA,Strange Craft Beer Company,https://s3-media4.fl.yelpcdn.com/bphoto/iERja8haHUTDrB4nsxzY9g/o.jpg,FALSE,https://www.yelp.com/biz/strange-craft-beer-company-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,189,Brewery,4,$,(720) 985-2337,39.73724255,-105.0148912,1330 Zuni St,Unit M,,Denver,80204,US,CO
e-UQTdRwL6n9PvQ6Ga3HCg,Colorado Cider,https://s3-media3.fl.yelpcdn.com/bphoto/cNvj3Zs3zxgHBue5iky-Dg/o.jpg,FALSE,https://www.yelp.com/biz/colorado-cider-denver-2?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,95,Brewery,4.5,$,(303) 759-3560,39.71905,-105.019562,2650 W 2nd Ave,Ste 10,,Denver,80219,US,CO
w_-80GGvo9Spv-F4mAb2RQ,Bruz Beers,https://s3-media3.fl.yelpcdn.com/bphoto/N1mV-fsbRZypSFPtoXrBYA/o.jpg,FALSE,https://www.yelp.com/biz/bruz-beers-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,106,Brewery,4.5,$$,(303) 650-2337,39.81789926,-105.0076041,1675 W 67th Ave,Ste 100,,Denver,80221,US,CO
kpIdpW3jKUoKPNvKOU151g,Cerveceria Colorado,https://s3-media2.fl.yelpcdn.com/bphoto/9LhOYj3JGwpYW546RADeTg/o.jpg,FALSE,https://www.yelp.com/biz/cerveceria-colorado-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,62,Brewery,5,,(720) 279-8248,39.75802,-105.00748,1635 Platte St,,,Denver,80202,US,CO
QBjCIo_XimiuwHfGT9ZKzA,Baere Brewing Company,https://s3-media4.fl.yelpcdn.com/bphoto/tsxuor1TD3JfdKpDMpaX3Q/o.jpg,FALSE,https://www.yelp.com/biz/baere-brewing-company-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,119,Brewery,4.5,$,(303) 733-3354,39.72138236,-104.9871872,320 Broadway,Unit E,,Denver,80203,US,CO
lHPyFTcvSnyz5c7XKEYf-g,Odell Brewing Company,https://s3-media2.fl.yelpcdn.com/bphoto/8GwdeXQkTWL-SJZXBnzJ2g/o.jpg,FALSE,https://www.yelp.com/biz/odell-brewing-company-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,84,Brewery,4.5,$$,(720) 795-7862,39.762264,-104.981061,2945 Larimer St,,,Denver,80205,US,CO
rMlOdpnkC6Nzuv0RD2FSMA,Wit's End Brewing Company,https://s3-media3.fl.yelpcdn.com/bphoto/cbb0abECsp-Nj89uunLpvw/o.jpg,FALSE,https://www.yelp.com/biz/wits-end-brewing-company-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,98,Brewery,4.5,$,(303) 459-4379,39.73725,-105.01524,1330 Zuni St,Unit N,Strange Craft Beer Company,Denver,80204,US,CO
95mcjmP0UFPDAH9ghNh1gw,De Steeg Brewing,https://s3-media2.fl.yelpcdn.com/bphoto/KdhTDK9odxDLRuvX2JkdKg/o.jpg,FALSE,https://www.yelp.com/biz/de-steeg-brewing-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,123,Brewery,4.5,$$,(303) 484-9698,39.7761033,-105.0437324,4342 Tennyson St,,,Denver,80212,US,CO
iejIp0HE3jlo6G90Hc2bsA,Comrade Brewing,https://s3-media1.fl.yelpcdn.com/bphoto/9QUPwVtHrEmIoNdHianphA/o.jpg,FALSE,https://www.yelp.com/biz/comrade-brewing-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,190,Brewery,4,$,(720) 748-0700,39.6757025,-104.8984164,7667 E Iliff Ave,Ste F,,Denver,80231,US,CO
x3HmHlDwOPoiifi7a1B-ig,Fiction Beer Company,https://s3-media1.fl.yelpcdn.com/bphoto/bzfVIXcbQmoc5PeH09ILNQ/o.jpg,FALSE,https://www.yelp.com/biz/fiction-beer-company-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,161,Brewery,4,$,(720) 456-7163,39.74026524,-104.9055813,7101 E Colfax Ave,,,Denver,80220,US,CO
GOab5GzDqAOcZMiD6zGBuA,Pints Pub,https://s3-media2.fl.yelpcdn.com/bphoto/UPnkfMQCdm8NAuE2qFsvGg/o.jpg,FALSE,https://www.yelp.com/biz/pints-pub-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,326,Brewery,3.5,$$,(303) 534-7543,39.73698,-104.99087,221 W 13th Ave,,,Denver,80204,US,CO
rY6nzLptDIfZ2XA205u-rA,Oskar Blues - Denver,https://s3-media3.fl.yelpcdn.com/bphoto/dgKFw2TaYv9VXcLdDlTdWw/o.jpg,FALSE,https://www.yelp.com/biz/oskar-blues-denver-denver-4?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,284,Brewery,3.5,$$,(720) 502-3535,39.7501106,-104.9975082,1624 Market St,,,Denver,80202,US,CO
wioS_KTa22Df1j-0_T9BZQ,Diebolt Brewing Company,https://s3-media3.fl.yelpcdn.com/bphoto/FlFeeIkH6YXjDKEE1nJWKA/o.jpg,FALSE,https://www.yelp.com/biz/diebolt-brewing-company-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,105,Brewery,4.5,$,(720) 643-5940,39.77040228,-105.0031514,3855 Mariposa St,,,Denver,80211,US,CO
lSVfRuuzyKFNNlGLd1PIrA,FlyteCo Brewing,https://s3-media2.fl.yelpcdn.com/bphoto/-ycT1on8DTI6ZJcVNNlJfA/o.jpg,FALSE,https://www.yelp.com/biz/flyteco-brewing-denver-2?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,58,Brewery,4.5,$,(720) 772-7319,39.7695249,-105.0449898,4499 W 38th Ave,Ste 101,,Denver,80212,US,CO
pNgtNy-spf2gqJSZebOj5w,Platt Park Brewing,https://s3-media1.fl.yelpcdn.com/bphoto/P1td_TNfuumDHeYV_tFRuQ/o.jpg,FALSE,https://www.yelp.com/biz/platt-park-brewing-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,142,Brewery,4,$$,(303) 993-4002,39.6826108,-104.9806294,1875 S Pearl St,,,Denver,80210,US,CO
GaOaZd6yY0drh-wbJ5KFqQ,Zuni Street Brewing Company,https://s3-media4.fl.yelpcdn.com/bphoto/x80yTV4dArJXGiVIuAwSdA/o.jpg,FALSE,https://www.yelp.com/biz/zuni-street-brewing-company-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,117,Brewery,4,$,(303) 862-6525,39.75866024,-105.0153263,2355 W 29th Ave,,,Denver,80211,US,CO
qbzdUulgPIrqfgGFM22KxQ,Black Sky Brewery,https://s3-media3.fl.yelpcdn.com/bphoto/Qc7dP1mj4wUFh2tufhPYHw/o.jpg,FALSE,https://www.yelp.com/biz/black-sky-brewery-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,186,Brewery,4,$$,(720) 708-5816,39.723938,-104.998298,490 Santa Fe Dr,,,Denver,80204,US,CO
790dA7SS_aatLRUIS1-Qxw,Hogshead Brewery,https://s3-media4.fl.yelpcdn.com/bphoto/8axUTNbRp0RuKQIIsKDEDA/o.jpg,FALSE,https://www.yelp.com/biz/hogshead-brewery-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,169,Brewery,4,$$,(303) 495-3105,39.7582499,-105.0451099,4460 W 29th Ave,,,Denver,80212,US,CO
V2prnyb54ugztJnVaIRIRQ,Seedstock Brewery,https://s3-media4.fl.yelpcdn.com/bphoto/wKS7rK5BHTutLaZrl_p2Ow/o.jpg,FALSE,https://www.yelp.com/biz/seedstock-brewery-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,71,Brewery,4.5,$,(720) 476-7831,39.74008179,-105.0351105,3610 W Colfax Ave,,,Denver,80204,US,CO
EjNI-dNAMrYxKgUIkqeqhg,Guard and Grace,https://s3-media2.fl.yelpcdn.com/bphoto/UNuFWyjh6evY85FeMPPoQQ/o.jpg,FALSE,https://www.yelp.com/biz/guard-and-grace-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,1111,Wine Bar,4.5,$$$,(303) 293-8500,39.74768119,-104.9896545,1801 California St,,,Denver,80202,US,CO
N_tX1pJz92Ls-4sMQvMLpA,Postino LoHi,https://s3-media4.fl.yelpcdn.com/bphoto/ahKygoarP70QcAFQg6U6Lg/o.jpg,FALSE,https://www.yelp.com/biz/postino-lohi-denver-7?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,628,Wine Bar,4.5,$$,(303) 433-6363,39.76151,-105.01045,2715 17th St,,,Denver,80211,US,CO
