,id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,latitude,longitude,address1,address2,address3,city,zip_code,country,state,display_address
10,e78QfZ3Fnj_z8RHtvn2-Uw,blue-moon-brewing-company-denver,Blue Moon Brewing Company,https://s3-media2.fl.yelpcdn.com/bphoto/8745FqlN853lANNFHRtfhA/o.jpg,False,https://www.yelp.com/biz/blue-moon-brewing-company-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,466,"[{'alias': 'brewpubs', 'title': 'Brewpubs'}]",4.0,['delivery'],$$,+13037282337,(303) 728-2337,4290.208985796229,39.7737268446,-104.977273335194,3750 Chestnut Pl,,,Denver,80216,US,CO,"['3750 Chestnut Pl', 'Denver, CO 80216']"
11,tEa5ldZPH3XN7BIVu7yC8A,briar-common-brewery-eatery-denver-3,Briar Common Brewery + Eatery,https://s3-media4.fl.yelpcdn.com/bphoto/NJKITxriwNN50eFtMDPmgg/o.jpg,False,https://www.yelp.com/biz/briar-common-brewery-eatery-denver-3?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,322,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.5,['delivery'],$$,+17205123894,(720) 512-3894,4613.982399611614,39.7510487661208,-105.020291119034,2298 Clay St,,,Denver,80211,US,CO,"['2298 Clay St', 'Denver, CO 80211']"
12,WBom6za95-BCfVtgK2Rp4w,station-26-brewing-denver,Station 26 Brewing,https://s3-media3.fl.yelpcdn.com/bphoto/o8hlEFYUec9WF5UWv8INGw/o.jpg,False,https://www.yelp.com/biz/station-26-brewing-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,333,"[{'alias': 'breweries', 'title': 'Breweries'}]",4.5,[],$$,+13033331825,(303) 333-1825,6672.1386093093515,39.7696,-104.90588,7045 E 38th Ave,,,Denver,80207,US,CO,"['7045 E 38th Ave', 'Denver, CO 80207']"
13,S4pZgrBayim4YjzeoqiRGg,ratio-beerworks-denver,Ratio Beerworks,https://s3-media3.fl.yelpcdn.com/bphoto/NSwjKVtCv3KE_xOvemkMqA/o.jpg,False,https://www.yelp.com/biz/ratio-beerworks-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,263,"[{'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.5,[],$,+13039978288,(303) 997-8288,3030.940745548259,39.761478,-104.981048,2920 Larimer St,,,Denver,80205,US,CO,"['2920 Larimer St', 'Denver, CO 80205']"
14,LR5Hbb0kn_pInuTMsMws5A,mockery-brewing-denver,Mockery Brewing,https://s3-media1.fl.yelpcdn.com/bphoto/pRtnibbi0jUC1CutuOuRBQ/o.jpg,False,https://www.yelp.com/biz/mockery-brewing-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,189,"[{'alias': 'breweries', 'title': 'Breweries'}]",4.5,[],$,+13039532058,(303) 953-2058,4048.7335909921603,39.771191,-104.979773,3501 Delgany St,,,Denver,80216,US,CO,"['3501 Delgany St', 'Denver, CO 80216']"
15,YFYggTuGAnT2QGUjll7puA,jagged-mountain-craft-brewery-denver-2,Jagged Mountain Craft Brewery,https://s3-media4.fl.yelpcdn.com/bphoto/0vGaITHHsoxWhUOEIbl6Mg/o.jpg,False,https://www.yelp.com/biz/jagged-mountain-craft-brewery-denver-2?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,300,"[{'alias': 'breweries', 'title': 'Breweries'}]",4.0,[],$,+17206892337,(720) 689-2337,2599.6925793853684,39.7521494770366,-104.991623639461,1139 20th St,,,Denver,80202,US,CO,"['1139 20th St', 'Denver, CO 80202']"
16,rA-GxOa4N8j61eGc-lrsEA,crooked-stave-friends-and-family-denver,Crooked Stave Friends & Family,https://s3-media3.fl.yelpcdn.com/bphoto/QHq7NwkhWfGReeEwNSTvTw/o.jpg,False,https://www.yelp.com/biz/crooked-stave-friends-and-family-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,281,"[{'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.0,[],$$,+17205083292,(720) 508-3292,5820.267837222217,39.7806719,-105.0046978,1441 W 46th Ave,Unit  19,,Denver,80211,US,CO,"['1441 W 46th Ave', 'Unit  19', 'Denver, CO 80211']"
17,E5BKNu4gcqNADTFkQc7vMQ,copper-kettle-brewing-company-denver,Copper Kettle Brewing Company,https://s3-media2.fl.yelpcdn.com/bphoto/FV-HXAfbwKa7Kmae7Bk9Pg/o.jpg,False,https://www.yelp.com/biz/copper-kettle-brewing-company-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,231,"[{'alias': 'breweries', 'title': 'Breweries'}]",4.5,"['delivery', 'pickup']",$,+17204432522,(720) 443-2522,8314.132634845784,39.69247,-104.89048,1338 S Valentia St,Unit 100,,Denver,80247,US,CO,"['1338 S Valentia St', 'Unit 100', 'Denver, CO 80247']"
18,R0mEfSdg2UHASQFB2xJAXQ,spangalang-brewery-denver-2,Spangalang Brewery,https://s3-media4.fl.yelpcdn.com/bphoto/z5uWVmQSp39t0CO-gW_DHg/o.jpg,False,https://www.yelp.com/biz/spangalang-brewery-denver-2?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,144,"[{'alias': 'breweries', 'title': 'Breweries'}]",4.5,[],$,+13032971276,(303) 297-1276,2259.5328760546404,39.75507,-104.97711,2736 Welton Ave,,,Denver,80205,US,CO,"['2736 Welton Ave', 'Denver, CO 80205']"
19,uxFCD0lG2_YKO6naSrf7SA,renegade-brewing-company-denver,Renegade Brewing Company,https://s3-media4.fl.yelpcdn.com/bphoto/eF7zqXwMn2pCvJaO52DFtw/o.jpg,False,https://www.yelp.com/biz/renegade-brewing-company-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,286,"[{'alias': 'breweries', 'title': 'Breweries'}]",4.0,[],$,,,2545.871442889547,39.7306171167901,-104.999325550926,925 West 9th Ave,,,Denver,80204,US,CO,"['925 West 9th Ave', 'Denver, CO 80204']"
20,e-iHfrp40Rvn4bP5JsgM4g,woods-boss-brewing-company-denver,Woods Boss Brewing Company,https://s3-media3.fl.yelpcdn.com/bphoto/zYl3pnZ8wHe-2RImObdf8g/o.jpg,False,https://www.yelp.com/biz/woods-boss-brewing-company-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,131,"[{'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.5,[],$$,+17206427177,(720) 642-7177,2086.8485213588056,39.75094,-104.98454,2210 California St,,,Denver,80205,US,CO,"['2210 California St', 'Denver, CO 80205']"
21,-izMm16SLxE9mlbkxXagSQ,rock-bottom-restaurant-and-brewery-denver,Rock Bottom Restaurant & Brewery,https://s3-media1.fl.yelpcdn.com/bphoto/ExUzUakmnwU7TbiTQ_4h_Q/o.jpg,False,https://www.yelp.com/biz/rock-bottom-restaurant-and-brewery-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,707,"[{'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.5,"['delivery', 'pickup']",$$,+13035347616,(303) 534-7616,2487.4097574893503,39.747516,-104.994804,1001 16th St,#A-100,,Denver,80265,US,CO,"['1001 16th St', '#A-100', 'Denver, CO 80265']"
22,9jlTFXa3Pcr14BneTHCtyw,colorado-sake-denver-5,Colorado Sake,https://s3-media2.fl.yelpcdn.com/bphoto/5OBVdHs8MW8OCA8ng0UIAg/o.jpg,False,https://www.yelp.com/biz/colorado-sake-denver-5?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,102,"[{'alias': 'breweries', 'title': 'Breweries'}]",5.0,['delivery'],,+17204496963,(720) 449-6963,3611.0913261930045,39.7676181,-104.9739106,3559 Larimer St,,,Denver,80205,US,CO,"['3559 Larimer St', 'Denver, CO 80205']"
23,wWJkM-QUdIsgLV-pp_bYDQ,trve-brewing-denver-2,TRVE Brewing,https://s3-media1.fl.yelpcdn.com/bphoto/HpU20ar6uKs1zC2K5w1szw/o.jpg,False,https://www.yelp.com/biz/trve-brewing-denver-2?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,249,"[{'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,[],$$,+13033511021,(303) 351-1021,2287.93864995318,39.719922,-104.987687,227 Broadway,Ste 101,,Denver,80203,US,CO,"['227 Broadway', 'Ste 101', 'Denver, CO 80203']"
24,L-HBWYs69Rb992elIwUsCw,the-source-denver,The Source,https://s3-media2.fl.yelpcdn.com/bphoto/L0IRrvC_ttSm4OjKa2FLdA/o.jpg,False,https://www.yelp.com/biz/the-source-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,277,"[{'alias': 'food_court', 'title': 'Food Court'}, {'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",4.0,[],$$,+17204431135,(720) 443-1135,3767.8679313457383,39.7687492370605,-104.979721069336,3350 Brighton Blvd,,,Denver,80216,US,CO,"['3350 Brighton Blvd', 'Denver, CO 80216']"
25,L6zzZXUjP2igF6xOF28fqg,falling-rock-tap-house-denver,Falling Rock Tap House,https://s3-media2.fl.yelpcdn.com/bphoto/79vss3uVtZLJkWVqSS_M2w/o.jpg,False,https://www.yelp.com/biz/falling-rock-tap-house-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,658,"[{'alias': 'brewpubs', 'title': 'Brewpubs'}]",3.5,['delivery'],$$,+13032938338,(303) 293-8338,2972.5108287543076,39.75392213,-104.99546885,1919 Blake St,,,Denver,80202,US,CO,"['1919 Blake St', 'Denver, CO 80202']"
26,9KVjVUPoBp7LIsGa2OXasw,prost-brewing-denver-8,Prost Brewing,https://s3-media2.fl.yelpcdn.com/bphoto/BU-BeLg74wfLlxUNsTiDuw/o.jpg,False,https://www.yelp.com/biz/prost-brewing-denver-8?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,307,"[{'alias': 'breweries', 'title': 'Breweries'}]",4.0,[],$,+13037291175,(303) 729-1175,4242.741865022285,39.7614592,-105.0066456,2540 19th St,,,Denver,80211,US,CO,"['2540 19th St', 'Denver, CO 80211']"
27,5OJUDmiDdIdO5YZx4HrU4A,little-machine-beer-denver,Little Machine Beer,https://s3-media2.fl.yelpcdn.com/bphoto/62S65jT_NEuXwJe6HxpCzw/o.jpg,False,https://www.yelp.com/biz/little-machine-beer-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,147,"[{'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.5,['delivery'],$$,+13032847893,(303) 284-7893,4807.865000788019,39.74731,-105.02434,2924 W 20th Ave,,,Denver,80211,US,CO,"['2924 W 20th Ave', 'Denver, CO 80211']"
28,q6wZmA3F_pvk5G-hiFvEfA,grandmas-house-denver-2,Grandma's House,https://s3-media1.fl.yelpcdn.com/bphoto/Rw6YCiDltFS7QHz6jwazWg/o.jpg,False,https://www.yelp.com/biz/grandmas-house-denver-2?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,191,"[{'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.5,[],$,+13035786754,(303) 578-6754,5753.676038733898,39.6854629516602,-104.987174987793,1710 S Broadway,,,Denver,80210,US,CO,"['1710 S Broadway', 'Denver, CO 80210']"
29,IDaAaTy4tSbusaTNHJJnIw,our-mutual-friend-brewing-company-denver-2,Our Mutual Friend Brewing Company,https://s3-media2.fl.yelpcdn.com/bphoto/ZG51zsP_YIjpHCy4Nl1JUA/o.jpg,False,https://www.yelp.com/biz/our-mutual-friend-brewing-company-denver-2?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,273,"[{'alias': 'breweries', 'title': 'Breweries'}]",4.0,[],$$,+13032963441,(303) 296-3441,2963.3306389355303,39.76057,-104.98221,2810 Larimer St,,,Denver,80205,US,CO,"['2810 Larimer St', 'Denver, CO 80205']"
30,jwSxRZjckd7Ld43iZvUdGg,cerebral-brewing-denver,Cerebral Brewing,https://s3-media2.fl.yelpcdn.com/bphoto/GAons4gI1s-MJAMFJuUXaw/o.jpg,False,https://www.yelp.com/biz/cerebral-brewing-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,202,"[{'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'pubs', 'title': 'Pubs'}]",4.0,[],$$,+13039277365,(303) 927-7365,2167.791368651556,39.7396381,-104.9451849,1477 Monroe St,,,Denver,80206,US,CO,"['1477 Monroe St', 'Denver, CO 80206']"
31,X7_rcSzBOzqpkFUhfA53oA,strange-craft-beer-company-denver,Strange Craft Beer Company,https://s3-media4.fl.yelpcdn.com/bphoto/iERja8haHUTDrB4nsxzY9g/o.jpg,False,https://www.yelp.com/biz/strange-craft-beer-company-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,189,"[{'alias': 'breweries', 'title': 'Breweries'}]",4.0,[],$,+17209852337,(720) 985-2337,3822.355947118529,39.7372425522548,-105.014891153933,1330 Zuni St,Unit M,,Denver,80204,US,CO,"['1330 Zuni St', 'Unit M', 'Denver, CO 80204']"
32,e-UQTdRwL6n9PvQ6Ga3HCg,colorado-cider-denver-2,Colorado Cider,https://s3-media3.fl.yelpcdn.com/bphoto/cNvj3Zs3zxgHBue5iky-Dg/o.jpg,False,https://www.yelp.com/biz/colorado-cider-denver-2?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,95,"[{'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'breweries', 'title': 'Breweries'}]",4.5,[],$,+13037593560,(303) 759-3560,4598.175050511998,39.71905,-105.019562,2650 W 2nd Ave,Ste 10,,Denver,80219,US,CO,"['2650 W 2nd Ave', 'Ste 10', 'Denver, CO 80219']"
33,w_-80GGvo9Spv-F4mAb2RQ,bruz-beers-denver,Bruz Beers,https://s3-media3.fl.yelpcdn.com/bphoto/N1mV-fsbRZypSFPtoXrBYA/o.jpg,False,https://www.yelp.com/biz/bruz-beers-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,106,"[{'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.5,[],$$,+13036502337,(303) 650-2337,9700.123359004805,39.8178992603487,-105.007604067851,1675 W 67th Ave,Ste 100,,Denver,80221,US,CO,"['1675 W 67th Ave', 'Ste 100', 'Denver, CO 80221']"
34,kpIdpW3jKUoKPNvKOU151g,cerveceria-colorado-denver,Cerveceria Colorado,https://s3-media2.fl.yelpcdn.com/bphoto/9LhOYj3JGwpYW546RADeTg/o.jpg,False,https://www.yelp.com/biz/cerveceria-colorado-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,62,"[{'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",5.0,[],,+17202798248,(720) 279-8248,4054.6457049246806,39.75802,-105.00748,1635 Platte St,,,Denver,80202,US,CO,"['1635 Platte St', 'Denver, CO 80202']"
35,QBjCIo_XimiuwHfGT9ZKzA,baere-brewing-company-denver,Baere Brewing Company,https://s3-media4.fl.yelpcdn.com/bphoto/tsxuor1TD3JfdKpDMpaX3Q/o.jpg,False,https://www.yelp.com/biz/baere-brewing-company-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,119,"[{'alias': 'breweries', 'title': 'Breweries'}]",4.5,[],$,+13037333354,(303) 733-3354,2138.193369291021,39.721382361761,-104.987187206748,320 Broadway,Unit E,,Denver,80203,US,CO,"['320 Broadway', 'Unit E', 'Denver, CO 80203']"
36,lHPyFTcvSnyz5c7XKEYf-g,odell-brewing-company-denver,Odell Brewing Company,https://s3-media2.fl.yelpcdn.com/bphoto/8GwdeXQkTWL-SJZXBnzJ2g/o.jpg,False,https://www.yelp.com/biz/odell-brewing-company-denver?adjust_creative=2HS7cwZSZjB4KpQC_8JOTw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2HS7cwZSZjB4KpQC_8JOTw,84,"[{'alias': 'breweries', 'title': 'Breweries'}]",4.5,[],$$,+17207957862,(720) 795-7862,3113.784614332783,39.762264,-104.981061,2945 Larimer St,,,Denver,80205,US,CO,"['2945 Larimer St', 'Denver, CO 80205']"
